user_id,1,2,3,4,5,6,7,8,9,10
1,1.0,0.5960395606792697,0.31234752377721214,0.861640436855329,0.0,0.3077287274483318,0.0,0.24618298195866545,0.7027819284987273,0.0
2,0.5960395606792697,1.0,0.0,0.6521546507260246,0.0,0.0,0.41371440189206066,0.0,0.41371440189206066,0.37463432463267754
3,0.31234752377721214,0.0,1.0,0.3844732240543962,0.48780487804878053,0.3844732240543962,0.0,0.307578579243517,0.0,0.5521576303742327
4,0.861640436855329,0.6521546507260246,0.3844732240543962,0.9999999999999998,0.0,0.3787878787878787,0.0,0.303030303030303,0.48059153006799527,0.0
5,0.0,0.0,0.48780487804878053,0.0,1.0,0.3844732240543962,0.0,0.0,0.0,0.44172610429938614
6,0.3077287274483318,0.0,0.3844732240543962,0.3787878787878787,0.3844732240543962,0.9999999999999998,0.0,0.303030303030303,0.0,0.0
7,0.0,0.41371440189206066,0.0,0.0,0.0,0.0,1.0000000000000002,0.3844732240543962,0.0,0.5521576303742327
8,0.24618298195866545,0.0,0.307578579243517,0.303030303030303,0.0,0.303030303030303,0.3844732240543962,0.9999999999999998,0.0,0.0
9,0.7027819284987273,0.41371440189206066,0.0,0.48059153006799527,0.0,0.0,0.0,0.0,1.0000000000000002,0.0
10,0.0,0.37463432463267754,0.5521576303742327,0.0,0.44172610429938614,0.0,0.5521576303742327,0.0,0.0,0.9999999999999998
